id_nutrition_log,log_date,meal_type,water_intake_ml,id_user,id_food,food_item,category,calories_kcal,protein_g,carbohydrates_g,fat_g
1761,2026-02-23,Breakfast,240,,575,Mint Tea (1 cup),Beverage,2.0,0.1,0.5,0.0
1762,2026-02-23,Snack,0,,576,Stuffed Grape Leaves (3 pcs),Meal/Vegetarian,150.0,3.0,20.0,7.0
1763,2026-02-23,Snack,0,,577,Rice (1/4 cup filling),Grain,51.0,1.1,11.1,0.1
1764,2026-02-23,Snack,60,,578,Turkish Coffee (1 small cup),Beverage,5.0,0.2,0.5,0.0
1765,2026-02-23,Snack,0,,579,Cardamom (in coffee),Condiment,1.0,0.0,0.2,0.0
1766,2026-02-23,Dinner,0,,580,Shish Tawook (2 skewers),Meal/Meat,300.0,35.0,5.0,16.0
1767,2026-02-23,Dinner,0,,581,Garlic Sauce (Toum 1 tbsp),Condiment,90.0,0.1,1.0,10.0
1768,2026-02-23,Dinner,0,,582,French Fries (side),Vegetable/Processed,340.0,4.0,44.0,17.0
1769,2026-02-23,Dinner,0,,583,Pickled Cucumber (1/4 cup),Vegetable,10.0,0.5,2.0,0.0
1770,2026-02-23,Lunch,0,,584,Fattoush Salad (1.5 cups),Meal/Vegetarian,250.0,5.0,25.0,15.0
1771,2026-02-23,Lunch,0,,585,Fried Pita (1/2 pita in salad),Grain,80.0,2.0,12.0,3.0
1772,2026-02-23,Lunch,0,,586,Sumac (1/2 tsp dressing),Condiment,5.0,0.1,1.0,0.2
1773,2026-02-23,Lunch,0,,587,Pomegranate Molasses (1 tsp),Condiment,15.0,0.0,4.0,0.0
